,Overall Accuracy,Raw Chroma Accuracy,Raw Pitch Accuracy,Voicing False Alarm,Voicing Recall
0,0.27740942458,0.676301158818,0.529707281131,0.234844625573,0.354511353741
1,0.3545867272,0.527674469482,0.391763290308,0.263536668951,0.318147013783
2,0.441237364511,0.771863117871,0.689465952299,0.244020618557,0.415399239544
3,0.384505993093,0.703210984666,0.390340332318,0.275492280669,0.395950205695
4,0.467904374364,0.740517344857,0.646501020286,0.207304869913,0.526197335254
5,0.32541665349,0.445501881509,0.344666141594,0.282821945934,0.422092412707
6,0.412849614917,0.707344996601,0.550284426317,0.370974741776,0.559121319452
7,0.546087070319,0.797016584031,0.736493417678,0.0924639230358,0.271114720465
8,0.434307894222,0.590894703524,0.380143490188,0.215010382676,0.27706267145
9,0.48223195194,0.701878388846,0.574651432998,0.273029847541,0.418086754454
10,0.632381754592,0.714034613304,0.706800973499,0.222657525302,0.307733910222
11,0.317991631799,0.557686802176,0.476166618952,0.1722999223,0.253578585743
12,0.297567724085,0.667428129613,0.547234132284,0.270167427702,0.406586068743
13,0.158053360638,0.445062460108,0.225266709219,0.0845052578234,0.121706027172
14,0.440710538617,0.694568084405,0.571175403891,0.331975846089,0.491716122651
15,0.490395697272,0.691759285203,0.609570063199,0.0577260644967,0.249276174465
16,0.403891050584,0.740759666156,0.547692045648,0.214246873301,0.50613183444
17,0.318275673991,0.324853465466,0.214484258868,0.199912271082,0.226055955043
18,0.592071824355,0.458739297313,0.352967227635,0.215769922805,0.236566282846
19,0.216430214724,0.422268584605,0.344504227517,0.21358490566,0.364488854727
20,0.2343387998,0.403196117805,0.273343373494,0.246634026928,0.343540829987
21,0.559380132829,0.814584891548,0.744727000748,0.296867907399,0.352430815258
22,0.295447763668,0.540170475154,0.359720710918,0.249969154843,0.329162132753
23,0.407271751314,0.640286898156,0.466669897502,0.149238854657,0.35319489205
24,0.34899160267,0.616965446207,0.506486499743,0.239919759278,0.360497339186
25,0.464903657098,0.787067770262,0.689088693752,0.270886075949,0.514894332171
